headword,CEFR,freq,len,syl
devotee,C1,2.93,7,3
salve,C1,2.81,5,1
salvation,C1,3.95,9,3
salvage,C1,3.65,7,2
staccato,C1,2.58,8,3
staccato,C1,2.58,8,3
verve,C1,2.85,5,1
motley,C1,3.09,6,2
preach,C1,3.69,6,1
behind,C1,5.29,6,2
continuity,C1,3.77,10,5
justly,C1,2.84,6,2
wry,C1,2.86,3,1
wryly,C1,2.41,5,2
poetess,C1,2.01,7,3
confide,C1,2.9,7,2
sentient,C1,3.12,8,2
sentiment,C1,4.03,9,3
sentimental,C1,3.53,11,4
sentimentally,C1,1.9,13,5
tangle,C1,3.1,6,2
tangle,C1,3.1,6,2
tangled,C1,3.46,7,2
untangle,C1,2.54,8,3
untangled,C1,2.03,9,3
perceptive,C1,2.99,10,3
perceptively,C1,1.74,12,4
outset,C1,3.44,6,2
tycoon,C1,3.16,6,2
launch,C1,4.69,6,1
engross,C1,1.8,7,2
engrossing,C1,2.74,10,3
plague,C1,3.89,6,1
orphan,C1,3.58,6,2
detritus,C1,2.72,8,3
detriment,C1,3.26,9,3
detrimental,C1,3.55,11,4
detrimentally,C1,1.81,13,4
domestically,C1,3.26,12,4
domesticate,C1,2.09,11,4
domestication,C1,2.74,13,5
eccentric,C1,3.58,9,3
eccentric,C1,3.58,9,3
eccentrically,C1,1.86,13,5
render,C1,3.78,6,2
rendering,C1,3.79,9,3
pathos,C1,2.83,6,2
tailor,C1,3.61,6,2
tailor,C1,3.61,6,2
personalize/personalise,C1,2.05,23,6
personalization/personalisation,C1,2.03,31,11
personification,C1,2.82,15,6
limitless,C1,3.27,9,3
apprentice,C1,3.7,10,3
apprentice,C1,3.7,10,3
apprenticeship,C1,3.47,14,4
precision,C1,4.01,9,3
swap,C1,3.94,4,1
swap,C1,3.94,4,1
perfect,C1,5.2,7,2
silhouette,C1,3.31,10,3
nondescript,C1,2.64,11,3
signal,C1,4.62,6,2
negligible,C1,3.39,10,4
negligent,C1,3.33,9,3
negligently,C1,2.45,11,4
principally,C1,3.4,11,3
altruism,C1,2.94,8,4
altruistic,C1,2.95,10,4
scenario,C1,4.19,8,4
voluntary,C1,4.01,9,4
voluntarily,C1,3.72,11,5
reap,C1,3.53,4,1
paternal,C1,3.26,8,3
maternal,C1,3.77,8,3
maternalistic,C1,0.0,13,5
paternalistic,C1,2.46,13,5
provisions,C1,4.12,10,3
injustice,C1,3.81,9,3
impoverished,C1,3.35,12,3
unsustainable,C1,3.15,13,5
unsustainably,C1,1.62,13,5
sustainable,C1,4.19,11,4
sustainably,C1,2.68,11,3
bypass,C1,3.76,6,2
imperative,C1,3.66,10,4
imperative,C1,3.66,10,4
cynic,C1,2.81,5,2
cynical,C1,3.59,7,3
cynically,C1,2.54,9,4
cynicism,C1,3.13,8,4
sarcasm,C1,3.62,7,3
sarcastic,C1,3.6,9,3
sarcastically,C1,2.94,13,4
misplace,C1,2.28,8,2
symptomatic,C1,3.09,11,4
degrade,C1,3.28,7,2
degrading,C1,3.35,9,3
degradation,C1,3.6,11,4
discourse,C1,3.83,9,2
amid,C1,3.95,4,2
hedgehog,C1,3.25,8,2
nocturnal,C1,3.24,9,3
hibernate,C1,2.7,9,3
hibernation,C1,3.01,11,4
convict,C1,3.56,7,2
convict,C1,3.56,7,2
conviction,C1,4.14,10,3
latent,C1,3.27,6,2
snooze,C1,2.98,6,1
classy,C1,3.72,6,2
wrench,C1,3.37,6,1
reminisce,C1,2.84,9,3
reminiscent,C1,3.61,11,4
intuit,C1,2.49,6,3
intuition,C1,3.54,9,4
intuitive,C1,3.57,9,4
intuitively,C1,3.04,11,5
marginal,C1,3.71,8,3
marginally,C1,3.25,10,4
crude,C1,4.0,5,1
crudely,C1,2.72,7,2
strap,C1,3.79,5,1
strap,C1,3.79,5,1
strapping,C1,2.89,9,2
scoff,C1,2.78,5,1
fiddly,C1,2.44,6,2
fiddler,C1,2.83,7,3
fiddle,C1,3.43,6,2
fiddle,C1,3.43,6,2
unmusical,C1,1.45,9,4
unmusically,C1,0.0,11,5
repertory,C1,2.98,9,4
concerto,C1,3.26,8,3
premier,C1,4.56,7,2
premier,C1,4.56,7,2
fanatic,C1,3.23,7,3
fanatic,C1,3.23,7,3
fanatically,C1,2.17,11,5
acoustically,C1,2.43,12,4
acoustic,C1,3.98,8,3
compromised,C1,3.78,11,3
daunt,C1,2.04,5,1
daunting,C1,3.4,8,2
realist,C1,3.26,7,3
realism,C1,3.69,7,4
recess,C1,3.53,6,2
recess,C1,3.53,6,2
recessive,C1,2.91,9,3
prolific,C1,3.6,8,3
prolifically,C1,2.03,12,4
proliferate,C1,2.69,11,4
fragmentation,C1,3.23,13,4
campaign,C1,5.0,8,2
astray,C1,3.13,6,2
duration,C1,4.14,8,3
durable,C1,3.68,7,3
durable,C1,3.68,7,3
likelihood,C1,3.91,10,3
naive,C1,3.75,5,2
naively,C1,2.68,7,3
naivety,C1,2.58,7,1
impervious,C1,2.88,10,4
ludicrous,C1,3.34,9,3
ludicrously,C1,2.47,11,4
cost-effective,C1,4.73,14,4
gruesomely,C1,1.86,10,3
envisage,C1,2.7,8,3
screenwriter,C1,3.17,12,3
mingle,C1,3.21,6,2
churn,C1,3.07,5,1
buffer,C1,3.78,6,2
buffer,C1,3.78,6,2
irate,C1,2.78,5,2
irately,C1,0.0,7,2
docile,C1,2.93,6,2
docilely,C1,1.19,8,2
fiend,C1,3.1,5,1
fiendish,C1,2.46,8,2
fiendishly,C1,2.03,10,2
transfix,C1,1.44,8,2
gypsy,C1,3.55,5,2
temperament,C1,3.36,11,3
temperamental,C1,2.75,13,4
temperamentally,C1,2.01,15,5
screenplay,C1,3.54,10,2
disillusionment,C1,2.82,15,5
demise,C1,3.66,6,2
raunchy,C1,2.81,7,2
raunchily,C1,0.0,9,3
overdraft,C1,2.84,9,3
overdraft,C1,2.84,9,3
synopsis,C1,3.38,8,3
renown,C1,3.11,6,2
contest,C1,4.53,7,2
contested,C1,3.77,9,3
verandah,C1,2.63,8,3
occupational,C1,3.72,12,5
verdict,C1,4.03,7,2
ventilate,C1,2.29,9,3
ventilation,C1,3.6,11,4
occupant,C1,3.11,8,3
radiator,C1,3.34,8,4
homely,C1,2.9,6,2
bureaucratic,C1,3.4,12,4
bureaucratically,C1,1.66,16,6
adjustable,C1,3.6,10,4
fatigue,C1,3.86,7,2
muscular,C1,3.67,8,3
versatile,C1,3.66,9,3
versatility,C1,3.32,11,5
stimuli,C1,3.39,7,3
uninspiring,C1,2.55,11,4
mutually,C1,3.68,8,4
somber/sombre,C1,2.63,13,3
somberly/sombrely,C1,1.18,17,3
clutter,C1,3.21,7,2
clutter,C1,3.21,7,2
lodge,C1,4.08,5,1
dislodge,C1,2.79,8,2
carpenter,C1,3.81,9,3
carpentry,C1,2.97,9,3
transit,C1,4.2,7,2
plummet,C1,2.85,7,2
circulate,C1,3.17,9,3
circulation,C1,3.96,11,4
demography,C1,2.84,10,4
demographic,C1,3.92,11,4
demographic,C1,3.92,11,4
demographically,C1,2.38,15,5
phenomenal,C1,3.76,10,4
phenomenally,C1,2.61,12,5
prophet,C1,3.98,7,2
prophetic,C1,3.19,9,3
paywall,C1,2.35,7,2
firewall,C1,3.24,8,2
launch,C1,4.69,6,1
invoice,C1,3.27,7,2
demolition,C1,3.62,10,4
demo,C1,4.06,4,2
gig,C1,3.98,3,1
socialization,C1,3.02,13,5
antiquity,C1,3.43,9,4
antiquated,C1,3.06,10,4
restoration,C1,4.11,11,4
restorative,C1,2.96,11,4
rotate,C1,3.58,6,2
till,C1,4.79,4,1
coupled,C1,3.97,7,2
itinerary,C1,3.23,9,5
charter,C1,4.23,7,2
charter,C1,4.23,7,2
terrain,C1,3.94,7,2
resilient,C1,3.5,9,3
resilience,C1,3.58,10,4
enterprising,C1,2.95,12,4
integral,C1,3.96,8,3
canoe,C1,3.5,5,2
magnetic,C1,4.17,8,3
magnetism,C1,3.03,9,4
magnetically,C1,2.57,12,5
credible,C1,3.77,8,3
credibly,C1,2.57,8,3
credibility,C1,3.88,11,5
credential,C1,2.75,10,3
acutely,C1,3.13,7,3
prohibitive,C1,2.95,11,4
prohibitively,C1,2.62,13,5
fissure,C1,2.82,7,2
pendulum,C1,3.27,8,3
pendulous,C1,2.1,9,3
suspension,C1,4.24,10,3
aboard,C1,4.14,6,2
drill,C1,4.09,5,1
drill,C1,4.09,5,1
anthropology,C1,3.65,12,5
anthropologist,C1,3.16,14,5
squander,C1,2.74,8,2
munch,C1,3.08,5,1
adjoin,C1,1.97,6,2
adjoining,C1,3.5,9,3
wizened,C1,2.11,7,2
graft,C1,3.47,5,1
orchard,C1,3.57,7,2
seedling,C1,2.75,8,2
tract,C1,3.71,5,1
folktale,C1,2.16,8,2
sprout,C1,3.11,6,1
sprout,C1,3.11,6,1
hypocrisy,C1,3.65,9,4
hypocrite,C1,3.4,9,3
hypocritical,C1,3.31,12,5
hypocritically,C1,2.09,14,6
midwife,C1,3.27,7,2
harvest,C1,4.03,7,2
commercially,C1,3.67,12,4
uniformity,C1,3.03,10,5
numb,C1,3.53,4,1
numb,C1,3.53,4,1
tastebud,C1,1.15,8,2
amateur,C1,4.22,7,3
amateur,C1,4.22,7,3
retrace,C1,2.69,7,2
chart,C1,4.47,5,1
insubordinate,C1,2.2,13,5
insubordination,C1,2.66,15,6
insubordinately,C1,0.0,15,6
subordinate,C1,3.45,11,4
primitively,C1,1.76,11,4
embark,C1,3.4,6,2
expedite,C1,3.05,8,3
contextual,C1,3.14,10,4
contextually,C1,2.3,12,5
whilst,C1,4.38,6,1
maneuver/manoeuvre,C1,2.91,18,6
maneuver/manoeuvre,C1,2.91,18,6
riveting,C1,2.99,8,3
plunge,C1,3.49,6,1
plunge,C1,3.49,6,1
debut,C1,4.52,5,2
debut,C1,4.52,5,2
turmoil,C1,3.52,7,2
scathing,C1,2.97,8,2
unscathing,C1,0.0,10,2
convoluted,C1,3.05,10,4
undaunted,C1,2.69,9,3
gutsy,C1,2.73,5,2
deprivation,C1,3.44,11,4
farce,C1,3.33,5,1
portray,C1,3.63,7,2
portrayal,C1,3.55,9,3
elusive,C1,3.47,7,3
elude,C1,2.78,5,2
incisor,C1,2.22,7,3
incision,C1,3.16,8,3
chisel,C1,2.96,6,2
chiselled,C1,2.2,9,2
gnaw,C1,2.56,4,1
elongate,C1,2.78,8,3
telltale,C1,2.9,8,2
cavity,C1,3.61,6,3
rustle,C1,2.72,6,2
rustle,C1,2.72,6,2
glean,C1,2.73,5,1
niche,C1,3.85,5,1
somersault,C1,2.48,10,3
somersault,C1,2.48,10,3
exhilarate,C1,1.36,10,4
exhilarating,C1,3.12,12,5
exhilaration,C1,2.55,12,5
physicality,C1,2.83,11,5
hack,C1,4.05,4,1
hack,C1,4.05,4,1
lust,C1,3.72,4,1
unsettling,C1,3.29,10,4
unsettle,C1,2.27,8,3
suburban,C1,3.91,8,3
suburbia,C1,2.79,8,4
dramatist,C1,2.8,9,3
characterization/characterisation,C1,2.8,33,12
quirky,C1,3.53,6,2
quirky,C1,3.53,6,2
sprawl,C1,2.99,6,1
sprawl,C1,2.99,6,1
ingenuity,C1,3.23,9,5
panorama,C1,3.39,8,4
panoramic,C1,3.21,9,4
benign,C1,3.51,6,2
benignly,C1,1.95,8,3
explosively,C1,2.47,11,4
bequeath,C1,2.47,8,2
legacy,C1,4.37,6,3
synthetic,C1,3.95,9,3
synthetically,C1,2.24,13,4
lackluster/lacklustre,C1,2.34,21,6
elastic,C1,3.59,7,3
elastic,C1,3.59,7,3
appall/appal,C1,1.26,12,4
appalling,C1,3.46,9,3
appallingly,C1,2.31,11,4
pounce,C1,2.97,6,1
abound,C1,3.27,6,2
sap,C1,3.6,3,1
monotonous,C1,2.95,10,4
monotonously,C1,1.77,12,2
monotony,C1,2.75,8,4
turn to ,C1,5.32,8,2
ingenious,C1,3.35,9,3
plaque,C1,3.69,6,1
neutralize/neutralise,C1,2.35,21,4
neutralization/neutralisation,C1,1.61,29,9
salivate,C1,2.12,8,3
cessation,C1,3.25,9,3
remorse,C1,3.49,7,2
remorseless,C1,2.36,11,3
remorsefully,C1,1.09,12,4
remorselessly,C1,1.84,13,4
inexcusable,C1,2.95,11,5
inexcusably,C1,1.8,11,5
unassisted,C1,2.57,10,4
heighten,C1,2.84,8,2
fixture,C1,3.67,7,2
bulk,C1,4.19,4,1
bulky,C1,3.3,5,2
bulk up,C1,4.19,7,2
digitalize/digitalise,C1,0.0,21,6
digitalization/digitalisation,C1,1.54,29,10
mark-up,C1,5.03,7,2
complementary,C1,3.56,13,4
complimentary,C1,3.35,13,5
staple,C1,3.68,6,2
wares,C1,3.18,5,1
testament,C1,4.07,9,3
succulent,C1,3.0,9,3
succulent,C1,3.0,9,3
succulently,C1,0.0,11,4
tranquil,C1,3.14,8,2
tranquility,C1,3.02,11,4
spartan,C1,3.37,7,2
peninsula,C1,4.03,9,4
billiards,C1,2.84,9,2
exude,C2,2.52,5,2
envisage,C2,2.7,8,3
headmistress,C2,2.68,12,3
mien,C2,2.31,4,1
timidity,C2,2.34,8,4
unravel,C2,3.19,7,3
concurrence,C2,2.56,11,3
unpromising,C2,2.12,11,4
teem,C2,2.07,4,1
marvel,C2,4.16,6,2
outpatient,C2,3.32,10,3
corpse,C2,3.76,6,1
apprentice,C2,3.7,10,3
constrained,C2,3.41,11,2
quirk,C2,3.13,5,1
indignant,C2,2.86,9,3
indignantly,C2,2.14,11,4
eccentricity,C2,2.84,12,5
locomotive,C2,3.5,10,4
locomotion,C2,2.88,10,4
individualism,C2,3.0,13,7
enthuse,C2,1.92,7,2
belligerent,C2,3.04,11,4
belligerence,C2,2.12,12,4
stoicism,C2,2.63,8,4
deliberate,C2,3.82,10,4
recluse,C2,2.92,7,2
reclusive,C2,2.76,9,3
metalled,C2,1.54,8,2
oblique,C2,3.2,7,2
whir,C2,2.04,4,1
puritanical,C2,2.56,11,5
brood,C2,3.25,5,1
brood,C2,3.25,5,1
disdainful,C2,2.35,10,3
zoologist,C2,2.51,9,4
zoology,C2,3.19,7,4
encumbrance,C2,2.18,11,3
encumber,C2,1.68,8,3
hypothesis,C2,3.87,10,4
hypothesize,C2,2.5,11,4
hypothetical,C2,3.61,12,5
parasitic,C2,3.27,9,4
plumage,C2,2.94,7,2
utilitarian,C2,3.05,11,6
utilize,C2,3.75,7,3
utility,C2,4.27,7,4
predilection,C2,2.52,12,4
commensurate,C2,2.83,12,4
commensurately,C2,1.7,14,5
vindicate,C2,2.54,9,3
vindication,C2,2.93,11,4
parable,C2,3.1,7,3
poise,C2,3.04,5,1
minster,C2,2.95,7,2
wrack,C2,2.21,5,1
ironic,C2,3.8,6,3
predecessor,C2,3.82,11,4
ally,C2,4.1,4,2
callous,C2,3.07,7,2
callously,C2,2.14,9,3
derelict,C2,3.1,8,3
derelict,C2,3.1,8,3
materialism,C2,3.05,11,6
materialistic,C2,2.99,13,6
ferocity,C2,2.9,8,4
utter,C2,3.85,5,2
utter,C2,3.85,5,2
evokingly,C2,0.0,9,3
recitation,C2,2.9,10,4
equable,C2,1.63,7,3
extant,C2,3.25,6,2
denounce,C2,3.24,8,2
denunciation,C2,2.61,12,5
echo,C2,4.04,4,2
echo,C2,4.04,4,2
echo,C2,4.04,4,2
requisition,C2,2.69,11,4
substantiate,C2,2.83,12,4
inscrutable,C2,2.56,11,4
stratosphere,C2,2.9,12,3
indulge,C2,3.54,7,2
indulgence,C2,3.19,10,3
indulgently,C2,1.87,11,4
laudatory,C2,2.11,9,4
laud ,C2,2.6,5,1
glitz,C2,2.66,5,1
glitzy,C2,2.37,6,2
automate,C2,3.08,8,3
apprehend,C2,3.02,9,3
athleticism,C2,2.98,11,5
daunt,C2,2.04,5,1
daunting,C2,3.4,8,2
acreage,C2,3.05,7,3
affectation,C2,2.29,11,4
imposition,C2,3.19,10,4
stipulate,C2,2.77,9,3
stipulation,C2,2.92,11,4
allot,C2,2.79,5,2
allotment,C2,3.13,9,3
anticlimactically,C2,0.0,17,7
forfeiture,C2,3.04,10,3
blitz,C2,3.57,5,1
blitz,C2,3.57,5,1
primeval,C2,2.71,8,3
tenacity,C2,3.11,8,4
tenacious,C2,3.04,9,3
tenaciously,C2,2.19,11,4
exact,C2,4.51,5,2
genomic,C2,3.11,7,3
genomically,C2,0.0,11,5
capacious,C2,2.2,9,3
utilitarian,C2,3.05,11,6
utilization/utilisation,C2,2.68,23,7
unequivocal,C2,2.91,11,5
unequivocally,C2,3.06,13,6
spontaneity,C2,2.85,11,5
provocation,C2,3.19,11,4
portraiture,C2,2.83,11,3
tedium,C2,2.55,6,3
succeed,C2,4.29,7,2
circumnavigate,C2,2.26,14,5
circumnavigation,C2,2.19,16,6
liaise,C2,2.51,6,2
contractual,C2,3.43,11,4
contractually,C2,2.67,13,5
repute,C2,2.64,6,2
abject,C2,3.0,6,2
sheaf,C2,2.6,5,1
articulation,C2,3.09,12,5
articulate,C2,3.54,10,4
spurious,C2,2.96,8,3
spuriously,C2,1.55,10,4
calorific,C2,2.2,9,2
fabulate,C2,0.0,8,3
fabulation,C2,0.0,10,4
octogenarian,C2,2.16,12,6
voracity,C2,1.6,8,4
brandish,C2,2.2,8,2
repose,C2,2.75,6,2
repose,C2,2.75,6,2
encumber,C2,1.68,8,3
encumbrance,C2,2.18,11,3
unencumbered,C2,2.6,12,4
buffoonery,C2,2.17,10,3
gauche,C2,2.53,6,1
domesticity,C2,2.36,11,5
accrue,C2,2.91,6,2
proliferation,C2,3.61,13,5
blandishment,C2,0.0,12,3
pluck,C2,3.13,5,1
anthropological,C2,3.09,15,6
anthropologically,C2,1.72,17,7
carbonize/carbonise,C2,0.0,19,4
monastic,C2,3.1,8,3
graft,C2,3.47,5,1
midwifery,C2,2.93,9,4
adornment,C2,2.47,9,3
adorn,C2,3.01,5,2
idle,C2,3.7,4,2
conjecture,C2,3.35,10,3
conjecture,C2,3.35,10,3
malleable,C2,2.82,9,4
malleability,C2,2.19,12,6
ore,C2,4.1,3,1
gale,C2,3.62,4,1
promenade,C2,3.17,9,3
testimonial,C2,3.07,11,5
distill,C2,2.47,7,2
distillation,C2,3.01,12,4
informant,C2,3.33,9,3
vis-a-vis,C2,3.13,9,1
overlay,C2,3.24,7,3
nostalgia,C2,3.62,9,3
nostalgic,C2,3.45,9,3
nostalgically,C2,2.11,13,5
grievance,C2,3.15,9,2
deprivation,C2,3.44,11,4
residue,C2,3.53,7,3
residual,C2,3.52,8,4
physiological,C2,3.54,13,6
physiologically,C2,2.61,15,6
familiarize/familiarise,C2,2.12,23,7
methodology,C2,3.82,11,5
methodological,C2,3.03,14,6
methodologically,C2,2.03,16,5
proportional,C2,3.6,12,4
proportionally,C2,2.94,14,5
habitation,C2,2.98,10,4
inartistic,C2,1.11,10,2
ornate,C2,3.19,6,2
modernism,C2,3.13,9,4
presuppose,C2,2.09,10,3
presupposition,C2,2.16,14,5
centralized/centralised,C2,2.82,23,5
envisage,C2,2.7,8,3
contextual,C2,3.14,10,4
contextually,C2,2.3,12,5
transmitter,C2,3.59,11,3
regulatory,C2,4.23,10,5
archival,C2,3.28,8,3
diffuse,C2,3.28,7,2
diffuse,C2,3.28,7,2
egalitarian,C2,3.06,11,6
egalitarian,C2,3.06,11,6
hindsight,C2,3.34,9,2
materialize/materialise,C2,2.37,23,9
materialization/materialisation,C2,1.23,31,13
disperse,C2,3.3,8,2
dispersal,C2,3.14,9,3
adverse,C2,3.89,7,2
adversely,C2,3.27,9,3
stabilize/stabilise,C2,2.63,19,4
pervasive,C2,3.39,9,3
pervasiveness,C2,2.14,13,4
secure,C2,4.64,6,2
autonomous,C2,3.85,10,4
autonomously,C2,2.64,12,5
outmoded,C2,2.55,8,3
phase,C2,4.64,5,1
plum,C2,3.55,4,1
notorious,C2,3.83,9,4
notoriously,C2,3.37,11,5
notoriety,C2,3.19,9,5
menial,C2,2.84,6,3
insular,C2,3.03,7,3
antidote,C2,3.25,8,3
postural,C2,2.56,8,3
posturing,C2,2.9,9,3
revelatory,C2,2.45,10,5
prostrate,C2,2.68,9,2
prostrate,C2,2.68,9,2
haphazard,C2,2.77,9,3
haphazardly,C2,2.54,11,4
deficient,C2,3.33,9,3
deficiently,C2,0.0,11,4
deficit,C2,4.06,7,3
delicatessen,C2,2.48,12,5
muscle-bound,C2,4.15,12,3
dive,C2,4.12,4,1
maneuver/manoeuvre,C2,2.91,18,6
maneuver/manoeuvre,C2,2.91,18,6
posit,C2,2.76,5,2
cocoon,C2,3.08,6,2
chrysalis,C2,2.6,9,3
ignominious,C2,2.34,11,5
ignominiously,C2,1.89,13,5
euphoria,C2,3.24,8,4
euphoric,C2,2.85,8,3
euphorically,C2,1.34,12,5
relegate,C2,2.47,8,3
succumb,C2,3.06,7,2
treacherous,C2,3.32,11,3
treacherously,C2,2.11,13,4
treachery,C2,3.13,9,3
maggot,C2,2.78,6,2
palate,C2,3.35,6,2
palatable,C2,3.06,9,4
hermit,C2,3.21,6,2
hermetic,C2,2.56,8,3
irrelevancy,C2,1.97,11,5
mariner,C2,3.03,7,3
rift,C2,3.64,4,1
mere,C2,4.13,4,1
helm,C2,3.65,4,1
autopilot,C2,3.16,9,4
eminence,C2,3.21,8,3
eminent,C2,3.56,7,3
preeminent,C2,2.79,10,4
mold/mould,C2,3.28,10,2
unsuspected,C2,2.16,11,4
abolish,C2,3.48,7,3
paralyze/paralyse,C2,1.98,17,4
paralysis,C2,3.48,9,4
paralyzingly/paralysingly,C2,0.0,25,7
glory in,C2,4.36,8,3
decentralize/decentralise,C2,1.44,25,6
preoccupation,C2,2.87,13,5
preoccupy,C2,1.83,9,4
prolong,C2,3.21,7,2
audit,C2,4.04,5,2
audit,C2,4.04,5,2
drudgery,C2,2.58,8,3
pressurize,C2,2.07,10,3
pressurization,C2,2.29,14,5
intermediary,C2,3.18,12,6
hotelier,C2,2.39,8,3
denote,C2,3.29,6,2
denotation,C2,1.9,10,4
profitability,C2,3.5,13,6
jargon,C2,3.24,6,2
declination,C2,2.37,11,4
vocational,C2,3.65,10,4
spatial,C2,3.76,7,2
spatially,C2,2.75,9,3
punctual,C2,2.83,8,3
punctuality,C2,2.73,11,5
integration,C2,4.22,11,4
curriculum,C2,4.12,10,4
extracurricular,C2,2.99,15,6
extracurricular,C2,2.99,15,6
encompass,C2,3.27,9,3
all-encompassing,C2,3.35,16,5
accountability,C2,3.91,14,6
frolic,C2,2.68,6,2
minefield,C2,2.92,9,2
side-step,C2,4.98,9,2
abundant,C2,3.77,8,3
abundantly,C2,3.11,10,4
abundance,C2,3.86,9,3
anarchic,C2,2.55,8,3
crystallize/crystallise,C2,1.8,23,5
crystallization/crystallisation,C2,1.76,31,8
prescriptive,C2,2.77,12,3
slab,C2,3.49,4,1
retrospective,C2,3.48,13,4
retrospection,C2,1.8,13,4
wordage,C2,1.26,7,1
brevity,C2,2.85,7,3
uncanny,C2,3.33,7,3
tactic,C2,3.71,6,2
tactical,C2,3.97,8,3
tactically,C2,2.88,10,4
tactile,C2,3.1,7,2
gambit,C2,3.1,6,2
babble,C2,2.77,6,2
bauble,C2,2.29,6,2
correlate,C2,3.2,9,3
correlation,C2,3.86,11,4
correlate,C2,3.2,9,3
combustion,C2,3.57,10,3
painstaking,C2,2.93,11,3
painstakingly,C2,2.84,13,4
contraption,C2,2.82,11,3
mesh,C2,3.75,4,1
enabler,C2,2.74,7,4
fluctuate,C2,2.99,9,3
fluctuation,C2,2.89,11,4
lyricist,C2,2.84,8,3
lyrical,C2,3.43,7,3
lyrically,C2,2.81,9,3
bona fide,C2,2.96,9,3
moribund,C2,2.57,8,3
perch,C2,3.29,5,1
perch,C2,3.29,5,1
perch,C2,3.29,5,1
solicit,C2,3.06,7,3
vocalist,C2,3.4,8,3
philanthropy,C2,3.32,12,4
philanthropist,C2,3.12,14,4
philanthropic,C2,3.21,13,4
philanthropically,C2,1.29,17,6
precocious,C2,2.86,10,3
precociously,C2,1.72,12,4
wordsmith,C2,2.24,9,2
connote,C2,1.97,7,2
connotation,C2,2.94,11,4
herald,C2,3.95,6,2
herald,C2,3.95,6,2
philistine,C2,2.58,10,3
innuendo,C2,2.9,8,4
induce,C2,3.56,6,2
inducement,C2,2.53,10,3
anthology,C2,3.48,9,4
lament,C2,3.25,6,2
lamentation,C2,2.39,11,3
conduit,C2,3.28,7,3
chronology,C2,3.22,10,4
chronological,C2,3.4,13,5
chronologically,C2,2.91,15,5
equilibrium,C2,3.6,11,5
rebound,C2,3.53,7,2
rebound,C2,3.53,7,2
proposition,C2,3.85,11,4
flagging,C2,2.83,8,2
electrode,C2,3.38,9,3
caffeinate,C2,1.05,10,3
cosmic,C2,3.78,6,2
interlude,C2,3.09,9,3
haven,C2,4.13,5,2
beneficiary,C2,3.37,11,6
recuperate,C2,2.73,10,4
recuperation,C2,2.64,12,5
recuperative,C2,1.72,12,5
cultish,C2,2.02,7,1
seismic,C2,3.54,7,2
irrevocably,C2,2.77,11,5
irrevocable,C2,2.76,11,5
slither,C2,2.53,7,2
unnerve,C2,1.91,7,2
unnerving,C2,2.85,9,3
unnervingly,C2,1.75,11,4
protrude,C2,2.49,8,2
protrusion,C2,2.48,10,3
qualitative,C2,3.45,11,4
procedural,C2,3.51,10,4
procedural,C2,3.51,10,4
demystify,C2,2.15,9,4
demystification,C2,1.48,15,6
proprietary,C2,3.67,11,5
proprietorial,C2,1.37,13,5
tantamount,C2,2.93,10,3
floodgates,C2,2.71,10,2
imperceptible,C2,2.49,13,5
imperceptibly,C2,2.24,13,5
hapless,C2,2.88,7,2
catastrophic,C2,3.58,12,4
catastrophically,C2,2.42,16,5
commission,C2,4.91,10,3
commission,C2,4.91,10,3
wayward,C2,3.09,7,2
blurb,C2,2.79,5,1
provincial,C2,4.08,10,3
indolent,C2,2.26,8,3
indolently,C2,1.22,10,4
indolence,C2,2.08,9,3
taste-maker,C2,4.11,11,2
deviant,C2,3.03,7,3
deviant,C2,3.03,7,3
deviantly,C2,0.0,9,3
engender,C2,2.63,8,3
emolument,C2,1.82,9,3
munificence,C2,1.75,11,4
posterity,C2,2.97,9,4
venomous,C2,3.08,8,3
venomously,C2,1.28,10,3
choreography,C2,3.49,12,5
choreographical,C2,0.0,15,5
archetype,C2,2.96,9,3
archetypal,C2,2.88,10,3
dissension,C2,2.55,10,3
exalted,C2,3.15,7,3
exaltedly,C2,0.0,9,4
adept,C2,3.33,5,2
adept,C2,3.33,5,2
inert,C2,3.09,5,2
hitherto,C2,3.15,8,3
angst,C2,3.26,5,1
drabness,C2,1.35,8,2
melodious,C2,2.58,9,4
melodiously,C2,1.4,11,4
magpie,C2,2.9,6,2
lark,C2,3.14,4,1
lark,C2,3.14,4,1
melancholy,C2,3.39,10,4
melancholy,C2,3.39,10,4
meteorology,C2,3.22,11,6
meteorological,C2,3.39,14,7
brink,C2,3.51,5,1
unsurpassed,C2,2.71,11,3
loiter,C2,2.38,6,2
topple,C2,2.95,6,2
intrinsic,C2,3.47,9,3
intrinsically,C2,3.06,13,5
merit,C2,4.08,5,2
merit,C2,4.08,5,2
promotable,C2,1.52,10,2
clinch,C2,3.29,6,1
anonymity,C2,3.39,9,5
splinter,C2,3.28,8,2
reproach,C2,2.94,8,2
disseminate,C2,3.03,11,4
dissemination,C2,3.26,13,5
dissemble,C2,1.86,9,3
mangle,C2,2.39,6,2
bereft,C2,2.8,6,2
bereftly,C2,0.0,8,2
soliloquy,C2,2.45,9,4
solipsism,C2,2.11,9,2
soliloquize,C2,0.0,11,4
mutinous,C2,2.25,8,3
mutinously,C2,0.0,10,3
prissy,C2,2.34,6,2
reptilian,C2,2.75,9,3
diminish,C2,3.46,8,3
undiminishing,C2,0.0,13,4
contagion,C2,3.03,9,3
homestead,C2,3.49,9,2
